timestamp,sensor_id,temperature,humidity
2025-10-30 08:00:00,S1,22.51,46.67
2025-10-30 08:05:00,S1,22.13,43.08
2025-10-30 08:10:00,S1,22.63,43.77
2025-10-30 08:15:00,S1,22.2,44.36
2025-10-30 08:20:00,S1,22.66,47.45
2025-10-30 08:25:00,S1,22.19,44.91
2025-10-30 08:30:00,S1,21.83,46.3
2025-10-30 08:35:00,S1,21.5,44.4
2025-10-30 08:40:00,S1,22.1,44.53
2025-10-30 08:45:00,S1,22.36,45.02
2025-10-30 08:50:00,S1,22.24,46.8
2025-10-30 08:55:00,S1,21.7,45.31
2025-10-30 09:00:00,S1,22.94,47.02
2025-10-30 09:05:00,S1,22.38,48.48
2025-10-30 09:10:00,S1,22.41,44.61
2025-10-30 09:15:00,S1,23.0,47.37
2025-10-30 09:20:00,S1,22.22,42.7
2025-10-30 09:25:00,S1,22.32,48.46
2025-10-30 09:30:00,S1,22.71,45.55
2025-10-30 09:35:00,S1,21.68,45.41
2025-10-30 09:40:00,S1,22.13,45.29
2025-10-30 09:45:00,S1,22.36,44.15
2025-10-30 09:50:00,S1,22.61,48.8
2025-10-30 09:55:00,S1,22.18,46.83
2025-10-30 10:00:00,S1,22.51,45.01
2025-10-30 10:05:00,S1,21.58,48.89
2025-10-30 10:10:00,S1,22.45,46.72
2025-10-30 10:15:00,S1,22.33,45.88
2025-10-30 10:20:00,S1,22.67,44.04
2025-10-30 10:25:00,S1,22.57,44.5
2025-10-30 10:30:00,S1,22.62,46.27
2025-10-30 10:35:00,S1,22.79,47.7
2025-10-30 10:40:00,S1,21.88,46.14
2025-10-30 10:45:00,S1,23.21,47.25
2025-10-30 10:50:00,S1,22.57,47.53
2025-10-30 10:55:00,S1,22.73,45.94
2025-10-30 11:00:00,S1,21.95,43.46
2025-10-30 11:05:00,S1,22.04,44.4
2025-10-30 11:10:00,S1,22.11,47.74
2025-10-30 11:15:00,S1,22.67,45.97
2025-10-30 11:20:00,S1,21.75,45.75
2025-10-30 11:25:00,S1,23.28,45.33
2025-10-30 11:30:00,S1,22.78,43.35
2025-10-30 11:35:00,S1,21.89,45.31
2025-10-30 11:40:00,S1,21.96,45.77
2025-10-30 11:45:00,S1,22.8,43.02
2025-10-30 11:50:00,S1,22.37,47.11
2025-10-30 11:55:00,S1,22.47,42.98
2025-10-30 12:00:00,S1,22.73,44.86
2025-10-30 12:05:00,S1,22.31,46.51
2025-10-30 12:10:00,S1,23.25,48.91
2025-10-30 12:15:00,S1,21.29,43.58
2025-10-30 12:20:00,S1,22.84,46.56
2025-10-30 12:25:00,S1,22.83,50.14
2025-10-30 12:30:00,S1,21.34,45.96
2025-10-30 12:35:00,S1,22.33,43.76
2025-10-30 12:40:00,S1,21.73,47.97
2025-10-30 12:45:00,S1,21.97,46.69
2025-10-30 12:50:00,S1,22.2,47.03
2025-10-30 12:55:00,S1,22.17,46.48
2025-10-30 13:00:00,S1,22.26,44.31
2025-10-30 13:05:00,S1,22.03,47.37
2025-10-30 13:10:00,S1,21.94,43.78
2025-10-30 13:15:00,S1,21.93,47.68
2025-10-30 13:20:00,S1,22.41,45.61
2025-10-30 13:25:00,S1,22.43,44.23
2025-10-30 13:30:00,S1,21.8,44.52
2025-10-30 13:35:00,S1,22.79,45.11
2025-10-30 13:40:00,S1,21.97,45.24
2025-10-30 13:45:00,S1,22.03,45.75
2025-10-30 13:50:00,S1,23.13,45.62
2025-10-30 13:55:00,S1,22.52,45.99
2025-10-30 14:00:00,S1,22.24,46.18
2025-10-30 14:05:00,S1,22.99,45.53
2025-10-30 14:10:00,S1,22.55,46.11
2025-10-30 14:15:00,S1,22.62,46.66
2025-10-30 14:20:00,S1,22.16,46.61
2025-10-30 14:25:00,S1,23.04,44.9
2025-10-30 14:30:00,S1,22.1,43.54
2025-10-30 14:35:00,S1,23.55,46.4
2025-10-30 14:40:00,S1,23.6,45.97
2025-10-30 14:45:00,S1,22.47,44.99
2025-10-30 14:50:00,S1,22.88,44.49
2025-10-30 14:55:00,S1,21.94,44.07
2025-10-30 15:00:00,S1,22.63,46.24
2025-10-30 15:05:00,S1,21.66,45.69
2025-10-30 15:10:00,S1,22.39,45.12
2025-10-30 15:15:00,S1,21.41,43.85
2025-10-30 15:20:00,S1,23.33,46.06
2025-10-30 15:25:00,S1,22.62,46.93
2025-10-30 15:30:00,S1,21.68,49.37
2025-10-30 15:35:00,S1,22.18,47.06
2025-10-30 15:40:00,S1,22.49,43.94
2025-10-30 15:45:00,S1,21.42,47.06
2025-10-30 15:50:00,S1,23.53,47.26
2025-10-30 15:55:00,S1,22.5,47.13
2025-10-30 16:00:00,S1,22.42,47.25
2025-10-30 16:05:00,S1,21.99,45.48
2025-10-30 16:10:00,S1,21.57,45.32
2025-10-30 16:15:00,S1,22.47,45.49
2025-10-30 16:20:00,S1,22.34,46.18
2025-10-30 16:25:00,S1,22.27,46.63
2025-10-30 16:30:00,S1,22.21,46.74
2025-10-30 16:35:00,S1,22.32,45.92
2025-10-30 16:40:00,S1,22.5,46.91
2025-10-30 16:45:00,S1,22.42,45.34
2025-10-30 16:50:00,S1,22.23,42.23
2025-10-30 16:55:00,S1,22.6,46.6
2025-10-30 17:00:00,S1,21.85,46.01
2025-10-30 17:05:00,S1,22.83,46.53
2025-10-30 17:10:00,S1,22.79,45.52
2025-10-30 17:15:00,S1,22.94,44.1
2025-10-30 17:20:00,S1,23.41,46.96
2025-10-30 17:25:00,S1,22.97,45.46
2025-10-30 17:30:00,S1,22.29,44.09
2025-10-30 17:35:00,S1,22.65,46.66
2025-10-30 17:40:00,S1,22.59,44.1
2025-10-30 17:45:00,S1,22.08,46.34
2025-10-30 17:50:00,S1,21.52,47.16
2025-10-30 17:55:00,S1,22.89,43.65
2025-10-30 18:00:00,S1,21.94,44.02
2025-10-30 18:05:00,S1,21.92,44.41
2025-10-30 18:10:00,S1,21.83,46.42
2025-10-30 18:15:00,S1,23.34,46.4
2025-10-30 18:20:00,S1,21.99,47.77
2025-10-30 18:25:00,S1,22.35,47.92
2025-10-30 18:30:00,S1,21.88,46.12
2025-10-30 18:35:00,S1,22.03,44.58
2025-10-30 18:40:00,S1,22.43,44.5
2025-10-30 18:45:00,S1,22.21,45.97
2025-10-30 18:50:00,S1,21.31,47.18
2025-10-30 18:55:00,S1,20.94,47.47
2025-10-30 19:00:00,S1,23.13,46.24
2025-10-30 19:05:00,S1,22.6,47.07
2025-10-30 19:10:00,S1,22.15,45.38
2025-10-30 19:15:00,S1,21.61,44.8
2025-10-30 19:20:00,S1,21.59,43.72
2025-10-30 19:25:00,S1,21.9,45.16
2025-10-30 19:30:00,S1,21.73,46.4
2025-10-30 19:35:00,S1,21.71,46.52
2025-10-30 19:40:00,S1,21.63,43.8
2025-10-30 19:45:00,S1,21.63,46.64
2025-10-30 19:50:00,S1,22.45,48.58
2025-10-30 19:55:00,S1,22.33,46.73
2025-10-30 20:00:00,S1,21.17,44.16
2025-10-30 20:05:00,S1,21.92,46.19
2025-10-30 20:10:00,S1,21.69,46.34
2025-10-30 20:15:00,S1,22.15,44.39
2025-10-30 20:20:00,S1,22.45,46.7
2025-10-30 20:25:00,S1,21.8,46.64
2025-10-30 20:30:00,S1,22.36,45.37
2025-10-30 20:35:00,S1,20.93,43.06
2025-10-30 20:40:00,S1,21.96,48.47
2025-10-30 20:45:00,S1,21.83,45.81
2025-10-30 20:50:00,S1,22.64,46.7
2025-10-30 20:55:00,S1,22.9,47.79
2025-10-30 21:00:00,S1,22.71,47.64
2025-10-30 21:05:00,S1,21.69,47.04
2025-10-30 21:10:00,S1,21.05,46.24
2025-10-30 21:15:00,S1,21.99,45.02
2025-10-30 21:20:00,S1,22.68,44.4
2025-10-30 21:25:00,S1,22.64,44.81
2025-10-30 21:30:00,S1,21.97,46.0
2025-10-30 21:35:00,S1,22.12,45.09
2025-10-30 21:40:00,S1,22.08,46.83
2025-10-30 21:45:00,S1,22.31,45.44
2025-10-30 21:50:00,S1,21.55,44.87
2025-10-30 21:55:00,S1,23.24,48.76
2025-10-30 22:00:00,S1,23.11,47.37
2025-10-30 22:05:00,S1,22.82,45.01
2025-10-30 22:10:00,S1,21.99,48.09
2025-10-30 22:15:00,S1,21.97,47.14
2025-10-30 22:20:00,S1,22.55,46.36
2025-10-30 22:25:00,S1,22.03,45.1
2025-10-30 22:30:00,S1,22.34,46.91
2025-10-30 22:35:00,S1,22.56,46.02
2025-10-30 22:40:00,S1,21.87,46.22
2025-10-30 22:45:00,S1,21.42,47.6
2025-10-30 22:50:00,S1,22.01,46.49
2025-10-30 22:55:00,S1,22.16,45.95
2025-10-30 23:00:00,S1,22.03,46.16
2025-10-30 23:05:00,S1,22.26,47.65
2025-10-30 23:10:00,S1,22.85,45.45
2025-10-30 23:15:00,S1,23.66,45.95
2025-10-30 23:20:00,S1,22.0,44.32
2025-10-30 23:25:00,S1,22.99,47.55
2025-10-30 23:30:00,S1,21.58,47.15
2025-10-30 23:35:00,S1,22.53,48.39
2025-10-30 23:40:00,S1,21.84,44.87
2025-10-30 23:45:00,S1,22.95,46.12
2025-10-30 23:50:00,S1,21.75,45.06
2025-10-30 23:55:00,S1,20.64,48.99
2025-10-31 00:00:00,S1,23.02,43.45
2025-10-31 00:05:00,S1,23.11,46.11
2025-10-31 00:10:00,S1,22.89,44.57
2025-10-31 00:15:00,S1,23.43,48.75
2025-10-31 00:20:00,S1,22.34,47.21
2025-10-31 00:25:00,S1,21.95,44.97
2025-10-31 00:30:00,S1,22.5,47.31
2025-10-31 00:35:00,S1,21.56,46.55
2025-10-31 00:40:00,S1,22.35,46.47
2025-10-31 00:45:00,S1,21.83,44.66
2025-10-31 00:50:00,S1,22.45,46.88
2025-10-31 00:55:00,S1,22.46,47.08
2025-10-31 01:00:00,S1,23.05,48.2
2025-10-31 01:05:00,S1,22.43,44.95
2025-10-31 01:10:00,S1,22.33,45.67
2025-10-31 01:15:00,S1,21.42,45.19
2025-10-31 01:20:00,S1,22.21,45.27
2025-10-31 01:25:00,S1,21.92,45.85
2025-10-31 01:30:00,S1,23.15,45.18
2025-10-31 01:35:00,S1,21.91,47.73
2025-10-31 01:40:00,S1,22.16,45.39
2025-10-31 01:45:00,S1,21.92,46.2
2025-10-31 01:50:00,S1,22.04,45.88
2025-10-31 01:55:00,S1,22.76,45.12
2025-10-31 02:00:00,S1,21.95,43.39
2025-10-31 02:05:00,S1,22.08,45.91
2025-10-31 02:10:00,S1,21.67,48.88
2025-10-31 02:15:00,S1,22.25,44.89
2025-10-31 02:20:00,S1,22.57,45.6
2025-10-31 02:25:00,S1,22.83,44.0
2025-10-31 02:30:00,S1,22.46,46.52
2025-10-31 02:35:00,S1,21.77,47.79
2025-10-31 02:40:00,S1,23.28,46.56
2025-10-31 02:45:00,S1,22.67,45.43
2025-10-31 02:50:00,S1,22.05,47.84
2025-10-31 02:55:00,S1,22.21,43.29
2025-10-31 03:00:00,S1,22.74,47.48
2025-10-31 03:05:00,S1,22.47,44.58
2025-10-31 03:10:00,S1,21.72,46.51
2025-10-31 03:15:00,S1,22.81,45.97
2025-10-31 03:20:00,S1,21.45,44.74
2025-10-31 03:25:00,S1,22.92,46.65
2025-10-31 03:30:00,S1,22.78,48.87
2025-10-31 03:35:00,S1,21.5,49.04
2025-10-31 03:40:00,S1,22.45,46.14
2025-10-31 03:45:00,S1,22.68,47.99
2025-10-31 03:50:00,S1,23.11,46.19
2025-10-31 03:55:00,S1,22.51,47.86
2025-10-31 04:00:00,S1,22.95,43.18
2025-10-31 04:05:00,S1,22.88,47.24
2025-10-31 04:10:00,S1,22.3,45.35
2025-10-31 04:15:00,S1,21.72,45.86
2025-10-31 04:20:00,S1,22.05,46.84
2025-10-31 04:25:00,S1,22.47,45.02
2025-10-31 04:30:00,S1,22.13,47.87
2025-10-31 04:35:00,S1,21.96,46.34
2025-10-31 04:40:00,S1,22.93,44.95
2025-10-31 04:45:00,S1,22.17,44.75
2025-10-30 08:00:00,S2,22.99,46.09
2025-10-30 08:05:00,S2,22.47,44.42
2025-10-30 08:10:00,S2,22.86,49.36
2025-10-30 08:15:00,S2,22.77,47.32
2025-10-30 08:20:00,S2,21.76,43.31
2025-10-30 08:25:00,S2,23.55,44.96
2025-10-30 08:30:00,S2,22.46,46.38
2025-10-30 08:35:00,S2,23.1,46.22
2025-10-30 08:40:00,S2,23.02,46.06
2025-10-30 08:45:00,S2,22.38,47.28
2025-10-30 08:50:00,S2,22.34,46.13
2025-10-30 08:55:00,S2,22.63,49.75
2025-10-30 09:00:00,S2,22.67,47.54
2025-10-30 09:05:00,S2,22.72,44.67
2025-10-30 09:10:00,S2,22.51,47.57
2025-10-30 09:15:00,S2,22.52,47.85
2025-10-30 09:20:00,S2,23.73,45.88
2025-10-30 09:25:00,S2,22.0,44.7
2025-10-30 09:30:00,S2,22.77,46.06
2025-10-30 09:35:00,S2,22.65,48.68
2025-10-30 09:40:00,S2,21.65,44.94
2025-10-30 09:45:00,S2,22.29,44.63
2025-10-30 09:50:00,S2,22.7,47.2
2025-10-30 09:55:00,S2,22.1,47.68
2025-10-30 10:00:00,S2,22.69,45.92
2025-10-30 10:05:00,S2,22.83,44.89
2025-10-30 10:10:00,S2,22.27,47.91
2025-10-30 10:15:00,S2,22.03,49.2
2025-10-30 10:20:00,S2,22.87,46.33
2025-10-30 10:25:00,S2,22.44,48.67
2025-10-30 10:30:00,S2,22.87,46.14
2025-10-30 10:35:00,S2,22.38,46.88
2025-10-30 10:40:00,S2,22.2,46.48
2025-10-30 10:45:00,S2,23.0,45.79
2025-10-30 10:50:00,S2,21.27,47.2
2025-10-30 10:55:00,S2,22.7,46.52
2025-10-30 11:00:00,S2,22.77,46.91
2025-10-30 11:05:00,S2,22.8,51.22
2025-10-30 11:10:00,S2,23.74,47.48
2025-10-30 11:15:00,S2,22.12,43.29
2025-10-30 11:20:00,S2,22.41,47.34
2025-10-30 11:25:00,S2,22.78,45.93
2025-10-30 11:30:00,S2,23.74,45.93
2025-10-30 11:35:00,S2,22.9,47.51
2025-10-30 11:40:00,S2,22.73,47.04
2025-10-30 11:45:00,S2,22.38,46.26
2025-10-30 11:50:00,S2,21.26,47.21
2025-10-30 11:55:00,S2,22.66,46.83
2025-10-30 12:00:00,S2,23.04,47.62
2025-10-30 12:05:00,S2,22.44,45.63
2025-10-30 12:10:00,S2,22.23,45.33
2025-10-30 12:15:00,S2,23.28,46.47
2025-10-30 12:20:00,S2,21.77,47.57
2025-10-30 12:25:00,S2,21.5,46.88
2025-10-30 12:30:00,S2,23.05,46.55
2025-10-30 12:35:00,S2,22.04,45.68
2025-10-30 12:40:00,S2,22.67,46.59
2025-10-30 12:45:00,S2,23.0,47.16
2025-10-30 12:50:00,S2,21.96,50.18
2025-10-30 12:55:00,S2,22.32,46.55
2025-10-30 13:00:00,S2,22.76,46.06
2025-10-30 13:05:00,S2,22.05,47.04
2025-10-30 13:10:00,S2,22.58,47.67
2025-10-30 13:15:00,S2,23.2,47.11
2025-10-30 13:20:00,S2,22.44,47.75
2025-10-30 13:25:00,S2,22.25,44.93
2025-10-30 13:30:00,S2,22.79,47.94
2025-10-30 13:35:00,S2,22.1,47.46
2025-10-30 13:40:00,S2,22.67,45.56
2025-10-30 13:45:00,S2,22.01,48.55
2025-10-30 13:50:00,S2,22.29,45.96
2025-10-30 13:55:00,S2,23.01,45.13
2025-10-30 14:00:00,S2,23.46,45.4
2025-10-30 14:05:00,S2,22.65,48.26
2025-10-30 14:10:00,S2,22.55,47.03
2025-10-30 14:15:00,S2,22.57,49.73
2025-10-30 14:20:00,S2,23.36,46.7
2025-10-30 14:25:00,S2,21.55,46.89
2025-10-30 14:30:00,S2,22.68,47.61
2025-10-30 14:35:00,S2,23.27,49.66
2025-10-30 14:40:00,S2,23.13,48.22
2025-10-30 14:45:00,S2,22.51,46.62
2025-10-30 14:50:00,S2,23.27,46.6
2025-10-30 14:55:00,S2,22.29,47.7
2025-10-30 15:00:00,S2,22.36,48.06
2025-10-30 15:05:00,S2,22.99,46.54
2025-10-30 15:10:00,S2,21.73,44.86
2025-10-30 15:15:00,S2,23.28,44.66
2025-10-30 15:20:00,S2,21.91,48.33
2025-10-30 15:25:00,S2,23.06,47.33
2025-10-30 15:30:00,S2,23.31,47.49
2025-10-30 15:35:00,S2,23.04,45.21
2025-10-30 15:40:00,S2,22.34,45.13
2025-10-30 15:45:00,S2,22.44,45.55
2025-10-30 15:50:00,S2,23.61,46.33
2025-10-30 15:55:00,S2,23.08,46.51
2025-10-30 16:00:00,S2,23.37,49.48
2025-10-30 16:05:00,S2,23.72,44.28
2025-10-30 16:10:00,S2,22.91,49.82
2025-10-30 16:15:00,S2,23.63,46.75
2025-10-30 16:20:00,S2,22.72,47.88
2025-10-30 16:25:00,S2,23.53,46.17
2025-10-30 16:30:00,S2,22.62,49.4
2025-10-30 16:35:00,S2,22.75,46.72
2025-10-30 16:40:00,S2,22.09,51.06
2025-10-30 16:45:00,S2,22.01,46.76
2025-10-30 16:50:00,S2,20.96,47.16
2025-10-30 16:55:00,S2,22.87,46.91
2025-10-30 17:00:00,S2,21.5,46.84
2025-10-30 17:05:00,S2,23.56,49.67
2025-10-30 17:10:00,S2,22.87,47.53
2025-10-30 17:15:00,S2,22.14,47.41
2025-10-30 17:20:00,S2,22.47,48.23
2025-10-30 17:25:00,S2,21.42,47.78
2025-10-30 17:30:00,S2,22.59,49.88
2025-10-30 17:35:00,S2,21.93,47.58
2025-10-30 17:40:00,S2,23.04,46.31
2025-10-30 17:45:00,S2,22.83,47.34
2025-10-30 17:50:00,S2,22.86,46.64
2025-10-30 17:55:00,S2,22.26,46.95
2025-10-30 18:00:00,S2,22.41,47.85
2025-10-30 18:05:00,S2,22.37,46.87
2025-10-30 18:10:00,S2,23.17,46.34
2025-10-30 18:15:00,S2,22.35,45.16
2025-10-30 18:20:00,S2,21.77,46.55
2025-10-30 18:25:00,S2,21.97,48.24
2025-10-30 18:30:00,S2,21.77,48.25
2025-10-30 18:35:00,S2,22.39,47.02
2025-10-30 18:40:00,S2,22.96,46.84
2025-10-30 18:45:00,S2,21.82,43.44
2025-10-30 18:50:00,S2,22.14,47.19
2025-10-30 18:55:00,S2,22.46,48.33
2025-10-30 19:00:00,S2,23.22,46.71
2025-10-30 19:05:00,S2,23.65,44.87
2025-10-30 19:10:00,S2,23.39,46.89
2025-10-30 19:15:00,S2,22.72,46.1
2025-10-30 19:20:00,S2,22.8,45.55
2025-10-30 19:25:00,S2,21.99,45.42
2025-10-30 19:30:00,S2,23.72,46.43
2025-10-30 19:35:00,S2,22.02,45.18
2025-10-30 19:40:00,S2,22.74,48.52
2025-10-30 19:45:00,S2,22.77,49.29
2025-10-30 19:50:00,S2,22.45,47.13
2025-10-30 19:55:00,S2,22.43,46.86
2025-10-30 20:00:00,S2,22.35,46.32
2025-10-30 20:05:00,S2,23.17,48.98
2025-10-30 20:10:00,S2,22.82,45.71
2025-10-30 20:15:00,S2,22.31,49.02
2025-10-30 20:20:00,S2,22.85,46.65
2025-10-30 20:25:00,S2,22.04,46.07
2025-10-30 20:30:00,S2,22.91,46.48
2025-10-30 20:35:00,S2,22.59,47.57
2025-10-30 20:40:00,S2,23.03,44.53
2025-10-30 20:45:00,S2,21.71,49.75
2025-10-30 20:50:00,S2,23.11,47.36
2025-10-30 20:55:00,S2,23.27,48.83
2025-10-30 21:00:00,S2,22.46,48.65
2025-10-30 21:05:00,S2,22.29,47.24
2025-10-30 21:10:00,S2,22.21,49.12
2025-10-30 21:15:00,S2,21.97,48.25
2025-10-30 21:20:00,S2,22.78,42.9
2025-10-30 21:25:00,S2,23.48,46.26
2025-10-30 21:30:00,S2,22.49,46.51
2025-10-30 21:35:00,S2,22.43,46.02
2025-10-30 21:40:00,S2,22.79,47.28
